H_vector,DD_vector,UD_vector,H_stats,DD_stats,UD_stats,char_count,total_duration,typing_rollover_ratio,backspace_count,char_sequence,masked_sequence,username,data_type,quality_label,quality_score,password_strength,password_score
"[0.15, 0.12210000002384186, 0.22530000001192094, 0.1325, 0.19369999998807907, 0.18260000002384186, 0.15980000001192093]","[0.14519999998807906, 0.22210000002384186, 0.16930000001192094, 0.2495, 0.07559999996423722, 0.11260000002384186]","[-0.004800000011920929, 0.1, -0.056, 0.117, -0.11810000002384186, -0.07]","{""mean"": 0.16657142857994353, ""std"": 0.03628809328358726, ""min"": 0.12210000002384186, ""max"": 0.22530000001192094}","{""mean"": 0.16238333333532015, ""std"": 0.06558693214442768, ""min"": 0.07559999996423722, ""max"": 0.2495}","{""mean"": -0.0053166666726271305, ""std"": 0.09542122231317197, ""min"": -0.11810000002384186, ""max"": 0.117}",7,1.134100000023842,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test123,enrollment,good,100,weak,2
"[0.164, 0.1075, 0.1705, 0.13830000001192094, 0.20460000002384185, 0.182, 0.138]","[0.2139000000357628, 0.20159999996423722, 0.15180000001192093, 0.24239999997615813, 0.08820000004768372, 0.11319999998807907]","[0.04990000003576279, 0.09409999996423721, -0.018699999988079072, 0.10409999996423722, -0.11639999997615814, -0.06880000001192092]","{""mean"": 0.15784285714796611, ""std"": 0.03234701723657778, ""min"": 0.1075, ""max"": 0.20460000002384185}","{""mean"": 0.1685166666706403, ""std"": 0.06066802835753073, ""min"": 0.08820000004768372, ""max"": 0.24239999997615813}","{""mean"": 0.007366666664679846, ""std"": 0.08998679160693064, ""min"": -0.11639999997615814, ""max"": 0.10409999996423722}",7,1.1491000000238418,0.5,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test123,enrollment,good,100,weak,2
"[0.11019999998807907, 0.1205, 0.154, 0.10129999995231628, 0.21630000001192093, 0.18580000001192093, 0.12980000001192094]","[0.185, 0.23119999998807908, 0.17970000004768372, 0.23159999996423722, 0.081, 0.10430000001192093]","[0.07480000001192093, 0.11069999998807907, 0.025700000047683715, 0.13030000001192094, -0.13530000001192094, -0.0815]","{""mean"": 0.14541428571087972, ""std"": 0.04238739706319135, ""min"": 0.10129999995231628, ""max"": 0.21630000001192093}","{""mean"": 0.16880000000198683, ""std"": 0.06338444603137613, ""min"": 0.081, ""max"": 0.23159999996423722}","{""mean"": 0.020783333341280616, ""std"": 0.10755907059776847, ""min"": -0.13530000001192094, ""max"": 0.13030000001192094}",7,1.1426000000238419,0.3333333333333333,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test123,enrollment,good,100,weak,2
"[0.15360000002384186, 0.11090000003576278, 0.16379999995231628, 0.1145, 0.1835, 0.17460000002384185, 0.11509999996423721]","[0.24669999998807907, 0.23290000003576278, 0.21789999997615814, 0.25489999997615814, 0.0985, 0.14040000003576278]","[0.0930999999642372, 0.122, 0.05410000002384186, 0.14039999997615815, -0.085, -0.03419999998807907]","{""mean"": 0.14514285714285713, ""std"": 0.031018105311213927, ""min"": 0.11090000003576278, ""max"": 0.1835}","{""mean"": 0.1985500000019868, ""std"": 0.06393671088434257, ""min"": 0.0985, ""max"": 0.25489999997615814}","{""mean"": 0.04839999999602636, ""std"": 0.09003317165436123, ""min"": -0.085, ""max"": 0.14039999997615815}",7,1.3063999999761582,0.3333333333333333,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test123,enrollment,good,100,weak,2
"[0.10919999998807907, 0.10269999998807908, 0.18660000002384186, 0.10759999996423722, 0.22210000002384186, 0.17980000001192092, 0.13460000002384187]","[0.2174000000357628, 0.19739999997615815, 0.21510000002384186, 0.2155999999642372, 0.1105, 0.10819999998807907]","[0.10820000004768372, 0.09469999998807907, 0.0285, 0.108, -0.11160000002384186, -0.07160000002384186]","{""mean"": 0.14894285714626312, ""std"": 0.047178803773870175, ""min"": 0.10269999998807908, ""max"": 0.22210000002384186}","{""mean"": 0.17736666666467985, ""std"": 0.053187918432582304, ""min"": 0.10819999998807907, ""max"": 0.2174000000357628}","{""mean"": 0.02603333333134651, ""std"": 0.09660879188847214, ""min"": -0.11160000002384186, ""max"": 0.10820000004768372}",7,1.198800000011921,0.3333333333333333,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test123,enrollment,good,100,weak,2
"[0.15069999998807906, 0.11209999996423721, 0.1725, 0.1104000000357628, 0.19689999997615815, 0.18330000001192093, 0.14960000002384186]","[0.12810000002384186, 0.5333999999761582, 0.24919999998807907, 0.43480000001192093, 0.10419999998807906, 0.26380000001192094]","[-0.022599999964237213, 0.4213000000119209, 0.07669999998807907, 0.32439999997615815, -0.09269999998807907, 0.0805]","{""mean"": 0.15364285714285714, ""std"": 0.033484018927585325, ""min"": 0.1104000000357628, ""max"": 0.19689999997615815}","{""mean"": 0.28558333333333336, ""std"": 0.16922050013059137, ""min"": 0.10419999998807906, ""max"": 0.5333999999761582}","{""mean"": 0.1312666666706403, ""std"": 0.20040489680444176, ""min"": -0.09269999998807907, ""max"": 0.4213000000119209}",7,1.8631000000238418,0.3333333333333333,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test123,enrollment,good,100,weak,2
"[0.16680000001192094, 0.08820000004768372, 0.2015, 0.114, 0.22880000001192094, 0.18019999998807906, 0.13490000003576277]","[0.09809999996423721, 0.25360000002384187, 0.179, 0.25069999998807907, 0.09740000003576278, 0.10379999995231629]","[-0.06870000004768372, 0.16539999997615815, -0.0225, 0.13669999998807908, -0.13139999997615814, -0.07640000003576279]","{""mean"": 0.15920000001362392, ""std"": 0.04967685576609218, ""min"": 0.08820000004768372, ""max"": 0.22880000001192094}","{""mean"": 0.1637666666607062, ""std"": 0.0750628181474864, ""min"": 0.09740000003576278, ""max"": 0.25360000002384187}","{""mean"": 0.0005166666507720961, ""std"": 0.12196008226303923, ""min"": -0.13139999997615814, ""max"": 0.16539999997615815}",7,1.1175,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test2,enrollment,good,100,weak,2
"[0.20560000002384185, 0.14769999998807906, 0.2184000000357628, 0.126, 0.20569999998807906, 0.18419999998807907, 0.1520999999642372]","[0.09360000002384186, 0.23259999996423722, 0.21160000002384186, 0.24469999998807906, 0.09180000001192093, 0.08260000002384185]","[-0.112, 0.08489999997615814, -0.006800000011920929, 0.11869999998807908, -0.11389999997615814, -0.10159999996423721]","{""mean"": 0.177099999998297, ""std"": 0.03532440140080444, ""min"": 0.126, ""max"": 0.2184000000357628}","{""mean"": 0.1594833333392938, ""std"": 0.07766179024479886, ""min"": 0.08260000002384185, ""max"": 0.24469999998807906}","{""mean"": -0.02178333333134651, ""std"": 0.10424646594915174, ""min"": -0.11389999997615814, ""max"": 0.11869999998807908}",7,1.109,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test2,enrollment,good,100,weak,2
"[0.16389999997615814, 0.11989999997615815, 0.17530000001192092, 0.12189999997615814, 0.19539999997615815, 0.17169999998807908, 0.1284000000357628]","[0.093, 0.20739999997615816, 0.17210000002384185, 0.219, 0.091, 0.08609999996423721]","[-0.07089999997615815, 0.0875, -0.003199999988079071, 0.09710000002384186, -0.10439999997615815, -0.08560000002384185]","{""mean"": 0.15378571427719934, ""std"": 0.030075484397230384, ""min"": 0.11989999997615815, ""max"": 0.19539999997615815}","{""mean"": 0.1447666666607062, ""std"": 0.06195652239408901, ""min"": 0.08609999996423721, ""max"": 0.219}","{""mean"": -0.013249999990065894, ""std"": 0.08865106316548729, ""min"": -0.10439999997615815, ""max"": 0.09710000002384186}",7,0.997,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test2,enrollment,good,100,weak,2
"[0.13840000003576278, 0.11010000002384186, 0.1695, 0.13019999998807907, 0.20180000001192092, 0.1589000000357628, 0.12639999997615814]","[0.06430000001192093, 0.19989999997615815, 0.11610000002384185, 0.16419999998807908, 0.1, 0.07880000001192093]","[-0.07410000002384186, 0.08979999995231629, -0.053399999976158144, 0.034, -0.10180000001192092, -0.08010000002384186]","{""mean"": 0.14790000001021794, ""std"": 0.031057473606839303, ""min"": 0.11010000002384186, ""max"": 0.20180000001192092}","{""mean"": 0.12055000000198682, ""std"": 0.05205953321463209, ""min"": 0.06430000001192093, ""max"": 0.19989999997615815}","{""mean"": -0.030933333347241083, ""std"": 0.07563125455371, ""min"": -0.10180000001192092, ""max"": 0.08979999995231629}",7,0.8496999999880791,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test2,enrollment,good,100,weak,2
"[0.15919999998807907, 0.09969999998807907, 0.14660000002384185, 0.10739999997615814, 0.19110000002384187, 0.15280000001192093, 0.1345]","[0.1085999999642372, 0.1845, 0.13960000002384185, 0.20189999997615815, 0.07719999998807907, 0.08270000004768371]","[-0.05060000002384186, 0.08480000001192092, -0.007, 0.0945, -0.11390000003576278, -0.07009999996423721]","{""mean"": 0.14161428571598872, ""std"": 0.03132120840714846, ""min"": 0.09969999998807907, ""max"": 0.19110000002384187}","{""mean"": 0.13241666666666665, ""std"": 0.052306917952869784, ""min"": 0.07719999998807907, ""max"": 0.20189999997615815}","{""mean"": -0.010383333335320155, ""std"": 0.08481861628281044, ""min"": -0.11390000003576278, ""max"": 0.0945}",7,0.929,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test2,enrollment,good,100,weak,2
"[0.13180000001192094, 0.09989999997615814, 0.17040000003576278, 0.11840000003576279, 0.17939999997615813, 0.17169999998807908, 0.10939999997615814]","[0.07619999998807907, 0.18919999998807907, 0.12369999998807907, 0.15510000002384186, 0.06430000001192093, 0.0995]","[-0.055600000023841856, 0.08930000001192093, -0.04670000004768372, 0.036699999988079074, -0.11509999996423721, -0.07219999998807908]","{""mean"": 0.14014285714285715, ""std"": 0.03306417281597454, ""min"": 0.09989999997615814, ""max"": 0.17939999997615813}","{""mean"": 0.118, ""std"": 0.04785712068157028, ""min"": 0.06430000001192093, ""max"": 0.18919999998807907}","{""mean"": -0.02726666667064031, ""std"": 0.07562228947927739, ""min"": -0.11509999996423721, ""max"": 0.08930000001192093}",7,0.8173999999761581,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test2,enrollment,good,100,weak,2
"[0.16, 0.10719999998807907, 0.20160000002384185, 0.13089999997615814, 0.2175, 0.20060000002384185, 0.1265999999642372]","[0.09780000001192093, 0.18479999995231627, 0.14740000003576278, 0.17130000001192092, 0.08679999995231628, 0.10790000003576279]","[-0.06219999998807907, 0.0775999999642372, -0.05419999998807907, 0.04040000003576279, -0.13070000004768373, -0.09269999998807907]","{""mean"": 0.1634857142823083, ""std"": 0.0434939240594779, ""min"": 0.10719999998807907, ""max"": 0.2175}","{""mean"": 0.13266666666666665, ""std"": 0.04089086287205947, ""min"": 0.08679999995231628, ""max"": 0.18479999995231627}","{""mean"": -0.03696666666865349, ""std"": 0.0799211778407581, ""min"": -0.13070000004768373, ""max"": 0.0775999999642372}",7,0.9225999999642372,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test2,enrollment,good,100,weak,2
"[0.14930000001192092, 0.13180000001192094, 0.177, 0.1375, 0.17669999998807906, 0.15230000001192093, 0.11019999998807907]","[0.07030000001192092, 0.22260000002384187, 0.13269999998807908, 0.1945, 0.0875, 0.08]","[-0.079, 0.09080000001192093, -0.04430000001192093, 0.057, -0.08919999998807907, -0.07230000001192093]","{""mean"": 0.14782857143027442, ""std"": 0.024104613271054596, ""min"": 0.11019999998807907, ""max"": 0.177}","{""mean"": 0.1312666666706403, ""std"": 0.06419192057603623, ""min"": 0.07030000001192092, ""max"": 0.22260000002384187}","{""mean"": -0.02283333333333333, ""std"": 0.07713999395404622, ""min"": -0.08919999998807907, ""max"": 0.09080000001192093}",7,0.897800000011921,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test2,enrollment,good,100,weak,2
"[0.1585, 0.1085, 0.14960000002384186, 0.1304000000357628, 0.18710000002384186, 0.17860000002384185, 0.11969999998807906]","[0.18580000001192093, 0.20039999997615815, 0.142, 0.321, 0.06080000001192093, 0.09119999998807907]","[0.027300000011920927, 0.09189999997615814, -0.007600000023841858, 0.1905999999642372, -0.12630000001192093, -0.08740000003576279]","{""mean"": 0.1474857142993382, ""std"": 0.029572026687232612, ""min"": 0.1085, ""max"": 0.18710000002384186}","{""mean"": 0.16686666666467984, ""std"": 0.09255698064593611, ""min"": 0.06080000001192093, ""max"": 0.321}","{""mean"": 0.014749999980131783, ""std"": 0.11650072531600617, ""min"": -0.12630000001192093, ""max"": 0.1905999999642372}",7,1.1208999999761582,0.5,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test2,enrollment,good,100,weak,2
"[0.132, 0.08030000001192093, 0.125, 0.11740000003576279, 0.20910000002384185, 0.17560000002384185, 0.1335]","[0.238, 0.3154000000357628, 0.21089999997615813, 0.29819999998807906, 0.07610000002384186, 0.09860000002384185]","[0.106, 0.23510000002384185, 0.08589999997615815, 0.18079999995231627, -0.133, -0.077]","{""mean"": 0.1389857142993382, ""std"": 0.04171544193216439, ""min"": 0.08030000001192093, ""max"": 0.20910000002384185}","{""mean"": 0.20620000000794728, ""std"": 0.09992571240082165, ""min"": 0.07610000002384186, ""max"": 0.3154000000357628}","{""mean"": 0.06629999999205272, ""std"": 0.1440967175172251, ""min"": -0.133, ""max"": 0.23510000002384185}",7,1.3707000000476837,0.3333333333333333,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test2,enrollment,good,100,weak,2
"[0.15269999998807907, 0.09940000003576278, 0.14719999998807906, 0.12279999995231629, 0.2085, 0.16809999996423722, 0.14620000004768371]","[0.12009999996423722, 0.1992000000476837, 0.152, 0.10719999998807907, 0.12030000001192093, 0.1467999999523163]","[-0.032600000023841856, 0.09980000001192092, 0.004800000011920929, -0.015599999964237212, -0.08819999998807906, -0.02130000001192093]","{""mean"": 0.14927142856802258, ""std"": 0.03434121499258027, ""min"": 0.09940000003576278, ""max"": 0.2085}","{""mean"": 0.14093333332737287, ""std"": 0.033315441885507176, ""min"": 0.10719999998807907, ""max"": 0.1992000000476837}","{""mean"": -0.008849999994039535, ""std"": 0.06172875343301617, ""min"": -0.08819999998807906, ""max"": 0.09980000001192092}",7,0.9918000000119209,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test2,enrollment,good,100,weak,2
"[0.15230000001192093, 0.11019999998807907, 0.1697000000476837, 0.12879999995231628, 0.16869999998807908, 0.166, 0.11669999998807908]","[0.11690000003576279, 0.22029999995231628, 0.1392000000476837, 0.20109999996423722, 0.07710000002384186, 0.08389999997615814]","[-0.03539999997615814, 0.11009999996423721, -0.0305, 0.07230000001192093, -0.09159999996423722, -0.08210000002384185]","{""mean"": 0.14462857142516544, ""std"": 0.025623798478206797, ""min"": 0.11019999998807907, ""max"": 0.1697000000476837}","{""mean"": 0.13974999999999999, ""std"": 0.059697227717740796, ""min"": 0.07710000002384186, ""max"": 0.22029999995231628}","{""mean"": -0.009533333331346512, ""std"": 0.08260553652520454, ""min"": -0.09159999996423722, ""max"": 0.11009999996423721}",7,0.955199999988079,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test2,enrollment,good,100,weak,2
"[0.144, 0.12280000001192093, 0.13839999997615815, 0.11429999995231628, 0.186, 0.17630000001192092, 0.12769999998807907]","[0.08359999996423721, 0.22470000004768373, 0.1365, 0.5670999999642372, 0.07110000002384186, 0.109]","[-0.060400000035762784, 0.10190000003576279, -0.001899999976158142, 0.45280000001192094, -0.11489999997615814, -0.06730000001192094]","{""mean"": 0.14421428570577077, ""std"": 0.02718930112871245, ""min"": 0.11429999995231628, ""max"": 0.186}","{""mean"": 0.19866666666666666, ""std"": 0.1885944078235678, ""min"": 0.07110000002384186, ""max"": 0.5670999999642372}","{""mean"": 0.051700000007947285, ""std"": 0.21012243098418065, ""min"": -0.11489999997615814, ""max"": 0.45280000001192094}",7,1.319699999988079,0.6666666666666666,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test2,enrollment,good,100,weak,2
"[0.16069999998807907, 0.13459999996423722, 0.19169999998807907, 0.09790000003576278, 0.17539999997615816, 0.1575, 0.1275999999642372]","[0.12569999998807907, 0.22380000001192094, 0.2505999999642372, 0.23030000001192094, 0.071, 0.08580000001192092]","[-0.035, 0.08920000004768372, 0.05889999997615814, 0.13239999997615814, -0.10439999997615815, -0.07169999998807908]","{""mean"": 0.1493428571309362, ""std"": 0.03163620589152081, ""min"": 0.09790000003576278, ""max"": 0.19169999998807907}","{""mean"": 0.1645333333313465, ""std"": 0.07962501281532972, ""min"": 0.071, ""max"": 0.2505999999642372}","{""mean"": 0.011566666672627129, ""std"": 0.09530806191000137, ""min"": -0.10439999997615815, ""max"": 0.13239999997615814}",7,1.1147999999523164,0.5,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test2,enrollment,good,100,weak,2
"[0.11039999997615814, 0.09240000003576279, 0.19759999996423722, 0.11079999995231628, 0.18080000001192092, 0.18219999998807906, 0.14290000003576278]","[0.1500999999642372, 0.18270000004768372, 0.167, 0.22379999995231628, 0.06980000001192092, 0.08719999998807908]","[0.03969999998807907, 0.09030000001192093, -0.030599999964237214, 0.113, -0.111, -0.095]","{""mean"": 0.14529999999489102, ""std"": 0.0419713791315479, ""min"": 0.09240000003576279, ""max"": 0.19759999996423722}","{""mean"": 0.1467666666607062, ""std"": 0.058511355015518934, ""min"": 0.06980000001192092, ""max"": 0.22379999995231628}","{""mean"": 0.0010666666726271308, ""std"": 0.09463055884044515, ""min"": -0.111, ""max"": 0.113}",7,1.0235,0.5,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test2,enrollment,good,100,weak,2
"[0.15439999997615814, 0.12279999995231629, 0.16070000004768373, 0.1, 0.18419999998807907, 0.16419999998807908, 0.1509000000357628]","[0.1585, 0.5162999999523162, 0.23280000001192092, 0.19110000002384187, 0.09130000001192093, 0.09829999995231628]","[0.004100000023841858, 0.3935, 0.07209999996423722, 0.09110000002384186, -0.09289999997615814, -0.06590000003576278]","{""mean"": 0.1481714285697256, ""std"": 0.028054632083329048, ""min"": 0.1, ""max"": 0.18419999998807907}","{""mean"": 0.21471666665871936, ""std"": 0.15734172257353543, ""min"": 0.09130000001192093, ""max"": 0.5162999999523162}","{""mean"": 0.067, ""std"": 0.17572472791253155, ""min"": -0.09289999997615814, ""max"": 0.3935}",7,1.4391999999880791,0.3333333333333333,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test2,enrollment,good,100,weak,2
"[0.13659999996423722, 0.11069999998807907, 0.16280000001192094, 0.11129999995231628, 0.233, 0.18639999997615814, 0.10560000002384186]","[0.14519999998807906, 0.19239999997615814, 0.19020000004768373, 0.10879999995231629, 0.09770000004768371, 0.10129999995231628]","[0.008600000023841857, 0.08169999998807907, 0.027400000035762786, -0.0025, -0.13529999995231629, -0.08510000002384185]","{""mean"": 0.14948571427379337, ""std"": 0.04755531616510963, ""min"": 0.10560000002384186, ""max"": 0.233}","{""mean"": 0.1392666666607062, ""std"": 0.043703623049074235, ""min"": 0.09770000004768371, ""max"": 0.19239999997615814}","{""mean"": -0.017533333321412405, ""std"": 0.07900563692220723, ""min"": -0.13529999995231629, ""max"": 0.08169999998807907}",7,0.941199999988079,0.5,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test2,enrollment,good,100,weak,2
"[0.1625999999642372, 0.11769999998807908, 0.25319999998807907, 0.14919999998807906, 0.19439999997615814, 0.10040000003576278, 0.14360000002384185]","[0.106, 0.21930000001192093, 0.3210999999642372, 0.20080000001192094, 0.10719999998807907, 0.29169999998807905]","[-0.056599999964237216, 0.10160000002384185, 0.06789999997615814, 0.05160000002384186, -0.08719999998807908, 0.19129999995231628]","{""mean"": 0.1601571428520339, ""std"": 0.05099548531494578, ""min"": 0.10040000003576278, ""max"": 0.25319999998807907}","{""mean"": 0.20768333332737288, ""std"": 0.09004539780102766, ""min"": 0.106, ""max"": 0.3210999999642372}","{""mean"": 0.044766666670640304, ""std"": 0.10293132983780494, ""min"": -0.08719999998807908, ""max"": 0.19129999995231628}",7,1.389699999988079,0.3333333333333333,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test2,enrollment,good,100,weak,2
"[0.1619000000357628, 0.12280000001192093, 0.16339999997615814, 0.09330000001192093, 0.18380000001192093, 0.17319999998807908, 0.11579999995231628]","[0.07480000001192093, 0.21960000002384186, 0.19729999995231629, 0.164, 0.06710000002384185, 0.08510000002384185]","[-0.08710000002384186, 0.09680000001192093, 0.03389999997615814, 0.07069999998807908, -0.11669999998807908, -0.08809999996423722]","{""mean"": 0.1448857142840113, ""std"": 0.0340174675057604, ""min"": 0.09330000001192093, ""max"": 0.18380000001192093}","{""mean"": 0.13465000000596047, ""std"": 0.06723566760442744, ""min"": 0.06710000002384185, ""max"": 0.21960000002384186}","{""mean"": -0.015083333333333332, ""std"": 0.09286528773164776, ""min"": -0.11669999998807908, ""max"": 0.09680000001192093}",7,0.9236999999880791,0.5,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test2,enrollment,good,100,weak,2
"[0.14389999997615815, 0.103, 0.1510999999642372, 0.11769999998807908, 0.17639999997615813, 0.17680000001192092, 0.1305999999642372]","[0.09859999996423721, 0.2244000000357628, 0.1825999999642372, 0.20190000003576278, 0.06119999998807907, 0.09780000001192093]","[-0.04530000001192093, 0.12140000003576279, 0.0315, 0.08420000004768372, -0.11519999998807907, -0.079]","{""mean"": 0.1427857142686844, ""std"": 0.028041482876441415, ""min"": 0.103, ""max"": 0.17680000001192092}","{""mean"": 0.14441666666666667, ""std"": 0.06686842056544226, ""min"": 0.06119999998807907, ""max"": 0.2244000000357628}","{""mean"": -0.00039999998609224996, ""std"": 0.09421573118658408, ""min"": -0.11519999998807907, ""max"": 0.12140000003576279}",7,0.9970999999642373,0.5,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test2,enrollment,good,100,weak,2
"[0.1564000000357628, 0.12110000002384186, 0.1295999999642372, 0.134, 0.18689999997615814, 0.13539999997615815, 0.13509999996423722]","[0.232, 0.2154000000357628, 0.17430000001192092, 0.22769999998807908, 0.0865, 0.078]","[0.07559999996423722, 0.09430000001192093, 0.044700000047683715, 0.09369999998807907, -0.10039999997615814, -0.05739999997615814]","{""mean"": 0.1426428571343422, ""std"": 0.02223442204676236, ""min"": 0.12110000002384186, ""max"": 0.18689999997615814}","{""mean"": 0.1689833333392938, ""std"": 0.07026092560645662, ""min"": 0.078, ""max"": 0.232}","{""mean"": 0.02508333334326744, ""std"": 0.08364867999160366, ""min"": -0.10039999997615814, ""max"": 0.09430000001192093}",7,1.149,0.3333333333333333,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test3,enrollment,good,100,weak,2
"[0.17130000001192092, 0.13060000002384187, 0.11460000002384185, 0.1375, 0.17509999996423722, 0.15369999998807907, 0.11379999995231628]","[0.11019999998807907, 0.23730000001192092, 0.17610000002384185, 0.2155, 0.0705, 0.092]","[-0.06110000002384186, 0.10669999998807907, 0.0615, 0.078, -0.10459999996423722, -0.06169999998807907]","{""mean"": 0.1423714285663196, ""std"": 0.02512049058913263, ""min"": 0.11379999995231628, ""max"": 0.17509999996423722}","{""mean"": 0.15026666667064031, ""std"": 0.06908055202094937, ""min"": 0.0705, ""max"": 0.23730000001192092}","{""mean"": 0.0031333333353201535, ""std"": 0.08907692554716463, ""min"": -0.10459999996423722, ""max"": 0.10669999998807907}",7,1.015399999976158,0.5,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test3,enrollment,good,100,weak,2
"[0.1322000000476837, 0.13269999998807908, 0.17259999996423722, 0.12089999997615815, 0.1635, 0.14510000002384185, 0.11039999997615814]","[0.06940000003576278, 0.23530000001192092, 0.18319999998807907, 0.22659999996423721, 0.049, 0.08010000002384186]","[-0.06280000001192093, 0.10260000002384186, 0.010600000023841857, 0.10569999998807907, -0.1145, -0.065]","{""mean"": 0.13962857142516544, ""std"": 0.022342613564518384, ""min"": 0.11039999997615814, ""max"": 0.17259999996423722}","{""mean"": 0.14060000000397363, ""std"": 0.08402273500322811, ""min"": 0.049, ""max"": 0.23530000001192092}","{""mean"": -0.00389999999602636, ""std"": 0.09273558109437925, ""min"": -0.1145, ""max"": 0.10569999998807907}",7,0.954,0.5,0,"[""t"", ""e"", ""s"", ""t"", ""1"", ""2"", ""3""]","[""*"", ""*"", ""*"", ""*"", ""*"", ""*"", ""*""]",test3,enrollment,good,100,weak,2
